"cu","Rmeas","draw","year","alpha","beta"
"Sproat","BYO","1327",NA,413.649449574436,5839167.73346533
"Sproat","BYO","1328",NA,465.533642540225,6160307.39960404
"Sproat","BYO","1329",NA,516.094401694828,6125375.29660114
"Sproat","BYO","1330",NA,357.886129699457,5906990.34214554
"Sproat","BYO","1331",NA,463.243276135471,5768442.03450824
"Sproat","BYO","1332",NA,455.136173610388,5776253.45438208
"Sproat","BYO","1333",NA,572.267583316129,5322231.6462144
"Sproat","BYO","1334",NA,529.439453711204,5800427.60903729
"Sproat","BYO","1335",NA,497.334169278788,6017341.31926891
"Sproat","BYO","1336",NA,489.465045144879,5740955.97156942
"Sproat","BYO","1337",NA,408.908452134948,5949245.50673368
"Sproat","BYO","1338",NA,360.671278750821,5968047.16212855
"Sproat","BYO","1339",NA,505.088085782115,5619141.82303469
"Sproat","BYO","1340",NA,313.032038666434,6069671.90051671
"Sproat","BYO","1341",NA,586.512115105934,5847619.75918396
"Sproat","BYO","1342",NA,633.963868847343,5466733.79034063
"Sproat","BYO","1343",NA,528.41991002257,5921192.03951033
"Sproat","BYO","1344",NA,326.33625845694,5844613.8958072
"Sproat","BYO","1345",NA,509.012508208075,5561207.81583416
"Sproat","BYO","1346",NA,629.081494427598,5408293.01820319
"Sproat","BYO","1347",NA,490.797267650649,5657932.97435434
"Sproat","BYO","1348",NA,366.763231713914,6024157.1788568
"Sproat","BYO","1349",NA,466.236775186233,5352798.66125012
"Sproat","BYO","1350",NA,361.46970643632,5898552.46805724
"Sproat","BYO","1351",NA,380.70522755576,5932551.11628048
"Sproat","BYO","1352",NA,360.427171828085,5938079.40544268
"Sproat","BYO","1353",NA,487.270195100869,5719394.01891419
"Sproat","BYO","1354",NA,545.438765181661,5845315.82067779
"Sproat","BYO","1355",NA,496.206915027806,5756879.47944201
"Sproat","BYO","1356",NA,447.964217567035,6037822.3947436
"Sproat","BYO","1357",NA,522.600394945417,6033037.21952186
"Sproat","BYO","1358",NA,393.935510181501,5916546.25932632
"Sproat","BYO","1359",NA,430.096889469883,5860067.48433485
"Sproat","BYO","1360",NA,363.19062783711,5842491.1889821
"Sproat","BYO","1361",NA,412.71994061993,5900052.74399273
"Sproat","BYO","1362",NA,419.965431574844,5936448.39934575
"Sproat","BYO","1363",NA,480.366649504146,5949883.37883823
"Sproat","BYO","1364",NA,383.585508700786,5998587.36784616
"Sproat","BYO","1365",NA,474.942144208838,5720418.71915232
"Sproat","BYO","1366",NA,433.840753668751,5773780.18018852
"Sproat","BYO","1367",NA,654.700290192894,5702830.99034514
"Sproat","BYO","1368",NA,585.427515257977,5754597.96209404
"Sproat","BYO","1369",NA,522.316797313642,5685044.82155903
"Sproat","BYO","1370",NA,333.064794146636,6252201.20328248
"Sproat","BYO","1371",NA,363.860526444342,6229464.16495693
"Sproat","BYO","1372",NA,481.710512973453,5772095.92790364
"Sproat","BYO","1373",NA,460.057896172283,5807671.79909233
"Sproat","BYO","1374",NA,396.845631980751,6024069.5348577
"Sproat","BYO","1375",NA,623.461562103634,5632040.95700768
"Sproat","BYO","1376",NA,527.552858198073,5782413.89694324
"Sproat","BYO","1377",NA,474.928855651632,5856136.63108126
"Sproat","BYO","1378",NA,433.101772698962,5806289.6344184
"Sproat","BYO","1379",NA,477.680860857548,5610869.38095629
"Sproat","BYO","1380",NA,496.169463724941,5802369.91433246
"Sproat","BYO","1381",NA,457.769081012544,5992956.47165527
"Sproat","BYO","1382",NA,395.160838377048,5893694.89053073
"Sproat","BYO","1383",NA,440.90228439334,5691903.76544714
"Sproat","BYO","1384",NA,537.452016109559,5690824.24994309
"Sproat","BYO","1385",NA,462.645488872821,6062541.07071719
"Sproat","BYO","1386",NA,402.717650572202,5959055.63906286
"Sproat","BYO","1387",NA,448.313215750134,5718516.9665235
"Sproat","BYO","1388",NA,383.368871725625,5984515.97393874
"Sproat","BYO","1389",NA,399.8965695304,5713828.88074018
"Sproat","BYO","1390",NA,475.798241707258,5778486.96750001
"Sproat","BYO","1391",NA,433.969130713703,5742965.61296969
"Sproat","BYO","1392",NA,397.337393796135,5997799.7162057
"Sproat","BYO","1393",NA,366.644989072614,5855172.71790946
"Sproat","BYO","1394",NA,494.69993532411,5722952.48131952
"Sproat","BYO","1395",NA,458.300476050826,5966321.81885018
"Sproat","BYO","1396",NA,599.53291087254,5685366.74991536
"Sproat","BYO","1397",NA,393.735054370938,5820810.69940151
"Sproat","BYO","1398",NA,495.764996141234,5733419.69280334
"Sproat","BYO","1399",NA,521.176625789653,5661394.47988682
"Sproat","BYO","1400",NA,409.991402980983,5813873.60075816
"Sproat","BYO","1401",NA,524.829849919683,5375359.00553867
"Sproat","BYO","1402",NA,505.608814674911,5938322.31680808
"Sproat","BYO","1403",NA,471.124860011385,5912593.19334108
"Sproat","BYO","1404",NA,361.931641524501,5961313.93144664
"Sproat","BYO","1405",NA,411.652495592216,5992560.59003844
"Sproat","BYO","1406",NA,645.671674328968,5651196.24540784
"Sproat","BYO","1407",NA,408.665171952652,5930014.59018318
"Sproat","BYO","1408",NA,406.237389062189,5646793.26958697
"Sproat","BYO","1409",NA,607.930013739361,5528051.89796026
"Sproat","BYO","1410",NA,532.885649220041,5617452.34552645
"Sproat","BYO","1411",NA,341.886161749605,6172119.21949424
"Sproat","BYO","1412",NA,526.873642855626,5680480.58680415
"Sproat","BYO","1413",NA,583.464517467977,5696221.6612563
"Sproat","BYO","1414",NA,393.96866179085,5678262.60658833
"Sproat","BYO","1415",NA,455.708344303438,5815078.17225554
"Sproat","BYO","1416",NA,439.841111540024,5944787.94673453
"Sproat","BYO","1417",NA,379.40987813676,5852551.28681916
"Sproat","BYO","1418",NA,344.398681187786,6082766.64523179
"Sproat","BYO","1419",NA,492.762483025783,5807502.01122897
"Sproat","BYO","1420",NA,561.585135991872,5621472.97338921
"Sproat","BYO","1421",NA,319.508203308954,5961943.73110909
"Sproat","BYO","1422",NA,369.371671651962,5810305.3844473
"Sproat","BYO","1423",NA,467.305513747305,5703921.71532887
"Sproat","BYO","1424",NA,334.199423733764,5975011.68715987
"Sproat","BYO","1425",NA,351.607330085034,6133031.55487082
"Sproat","BYO","1426",NA,580.590381557702,5868104.04029431
"Sproat","BYO","1427",NA,607.775857596888,6035158.00939237
"Sproat","BYO","1428",NA,423.987984289306,5856246.59389408
"Sproat","BYO","1429",NA,424.466455062654,5907479.57775252
"Sproat","BYO","1430",NA,663.185823642048,5635426.60727541
"Sproat","BYO","1431",NA,674.296506401841,5747617.23536172
"Sproat","BYO","1432",NA,568.531136883066,5947308.93627915
"Sproat","BYO","1433",NA,414.176594330608,5805604.52259129
"Sproat","BYO","1434",NA,565.430215583055,5685299.53877088
"Sproat","BYO","1435",NA,493.510115023057,5895283.82957747
"Sproat","BYO","1436",NA,505.986078474688,5591852.15939217
"Sproat","BYO","1437",NA,677.678526678985,5588784.56096908
"Sproat","BYO","1438",NA,633.242097776278,5597200.36053245
"Sproat","BYO","1439",NA,471.084356090583,6088383.37405369
"Sproat","BYO","1440",NA,370.339650405229,6056911.81047067
"Sproat","BYO","1441",NA,332.045873358265,5989092.23708589
"Sproat","BYO","1442",NA,304.064423467344,6119520.63904151
"Sproat","BYO","1443",NA,472.126181118884,5852036.05969308
"Sproat","BYO","1444",NA,549.408333913214,5764409.48683704
"Sproat","BYO","1445",NA,563.489699639858,5846076.93208397
"Sproat","BYO","1446",NA,487.873778498294,5854782.46634472
"Sproat","BYO","1447",NA,317.573850461197,6049244.92245609
"Sproat","BYO","1448",NA,516.506846980102,5839677.93831541
"Sproat","BYO","1449",NA,416.911271729738,5741951.76590154
"Sproat","BYO","1450",NA,406.761275357612,6103891.74089229
"Sproat","BYO","1451",NA,389.011311857742,5837637.25816304
"Sproat","BYO","1452",NA,421.900038537938,5792142.94291413
"Sproat","BYO","1453",NA,466.750066791477,5764809.93476648
"Sproat","BYO","1454",NA,499.502612853619,5522806.46924474
"Sproat","BYO","1455",NA,543.973469533023,5823195.95240014
"Sproat","BYO","1456",NA,595.300691010687,5548809.79542294
"Sproat","BYO","1457",NA,487.955640597144,5957771.50394988
"Sproat","BYO","1458",NA,557.988695595245,5755940.52241705
"Sproat","BYO","1459",NA,524.199731644426,5987898.19920985
"Sproat","BYO","1460",NA,529.184988859657,5843958.53905787
"Sproat","BYO","1461",NA,636.433476325935,5604854.99738504
"Sproat","BYO","1462",NA,471.4550603764,5680762.20116267
"Sproat","BYO","1463",NA,399.200680950256,6247532.01812481
"Sproat","BYO","1464",NA,442.922482546811,5901616.47434659
"Sproat","BYO","1465",NA,470.376886582258,5771612.82490923
"Sproat","BYO","1466",NA,528.094266432416,5754720.54620212
"Sproat","BYO","1467",NA,316.772128669306,6181391.41942286
"Sproat","BYO","1468",NA,391.759494796423,6253165.5931982
"Sproat","BYO","1469",NA,601.242108099902,6100309.22876425
"Sproat","BYO","1470",NA,374.763196123475,5684788.38948017
"Sproat","BYO","1471",NA,368.051047490432,5984725.98688457
"Sproat","BYO","1472",NA,682.892450736597,5545785.47096971
"Sproat","BYO","1473",NA,628.838819130385,5762273.8977449
"Sproat","BYO","1474",NA,517.913898818898,5666123.59102505
"Sproat","BYO","1475",NA,524.292316614151,5764950.17934101
"Sproat","BYO","1476",NA,649.66251264647,5494642.19183368
"Sproat","BYO","1477",NA,420.426679372073,6166666.92104492
"Sproat","BYO","1478",NA,530.584598643734,5792495.21516767
"Sproat","BYO","1479",NA,484.201829246684,5809181.55254825
"Sproat","BYO","1480",NA,432.950289226339,5735559.41857073
"Sproat","BYO","1481",NA,541.824788552388,5614378.24705269
"Sproat","BYO","1482",NA,404.139013287538,5964664.8270834
"Sproat","BYO","1483",NA,372.823310692497,5961126.96410461
"Sproat","BYO","1484",NA,462.506979526691,5713341.08466653
"Sproat","BYO","1485",NA,443.830914179146,5905045.36913215
"Sproat","BYO","1486",NA,484.102832113172,5974036.54527341
"Sproat","BYO","1487",NA,454.606669247287,5839751.90218151
"Sproat","BYO","1488",NA,603.723433113354,5640520.80330714
"Sproat","BYO","1489",NA,574.796252648242,5836653.78017568
"Sproat","BYO","1490",NA,425.06177984138,5929323.94002893
"Sproat","BYO","1491",NA,466.787392559082,5984608.50109504
"Sproat","BYO","1492",NA,311.986864564418,5873839.32326823
"Sproat","BYO","1493",NA,563.539014624931,5679345.26370908
"Sproat","BYO","1494",NA,456.361277523593,5764470.34595572
"Sproat","BYO","1495",NA,415.486401120515,5908295.94844448
"Sproat","BYO","1496",NA,523.065380347834,5802877.90854956
"Sproat","BYO","1497",NA,443.745702663976,5924666.32592053
"Sproat","BYO","1498",NA,539.19254457114,5787374.27317948
"Sproat","BYO","1499",NA,531.183811889872,5649739.15956892
"Sproat","BYO","1500",NA,450.679162930142,6255287.91213264
"Sproat","BYO","1501",NA,409.275143090814,6060141.45769185
"Sproat","BYO","1502",NA,488.497376450571,5494060.70067633
"Sproat","BYO","1503",NA,536.350224752069,5722900.40104104
"Sproat","BYO","1504",NA,406.528833420048,6041600.55569056
"Sproat","BYO","1505",NA,408.919281884746,5599197.25530881
"Sproat","BYO","1506",NA,404.443509128504,5680098.46006483
"Sproat","BYO","1507",NA,340.815773287584,6033234.3953046
"Sproat","BYO","1508",NA,467.259008826102,5888219.12777691
"Sproat","BYO","1509",NA,572.871416514388,5708247.6918341
"Sproat","BYO","1510",NA,430.593697251312,6070444.71807058
"Sproat","BYO","1511",NA,497.259244582061,5704684.10168964
"Sproat","BYO","1512",NA,428.668195873373,5839405.87897209
"Sproat","BYO","1513",NA,474.885257381354,5899382.62448697
"Sproat","BYO","1514",NA,388.160289866072,6148824.18024855
"Sproat","BYO","1515",NA,487.262054212986,5666105.00413875
"Sproat","BYO","1516",NA,482.68698713796,5902199.5189904
"Sproat","BYO","1517",NA,461.316145277326,5766995.73945136
"Sproat","BYO","1518",NA,403.896568552356,5801820.17084158
"Sproat","BYO","1519",NA,509.663364471236,5749693.35633496
"Sproat","BYO","1520",NA,400.626902035587,6090501.81775179
"Sproat","BYO","1521",NA,393.747956010761,5845232.61595539
"Sproat","BYO","1522",NA,487.914561096735,5892269.29298
"Sproat","BYO","1523",NA,371.79573147274,5974593.33046736
"Sproat","BYO","1524",NA,446.705680585497,5860897.93189803
"Sproat","BYO","1525",NA,365.547222262414,5914668.24524741
"Sproat","BYO","1526",NA,518.332863371394,5709918.6797071
"Sproat","BYO","1527",NA,614.999734743726,5746622.78726002
"Sproat","BYO","1528",NA,456.989379270211,5780279.97873093
"Sproat","BYO","1529",NA,363.004793752019,6043283.83317196
"Sproat","BYO","1530",NA,457.031038898539,5890126.97355613
"Sproat","BYO","1531",NA,490.577822583034,5737392.0615499
"Sproat","BYO","1532",NA,504.295150940442,5835477.71929172
"Sproat","BYO","1533",NA,636.153320291662,5668122.99141558
"Sproat","BYO","1534",NA,504.451332194117,5956159.86699594
"Sproat","BYO","1535",NA,464.139770106632,5704875.67286099
"Sproat","BYO","1536",NA,434.122515790693,5760500.83617192
"Sproat","BYO","1537",NA,465.566011080292,5967302.63325511
"Sproat","BYO","1538",NA,580.165406688638,5667149.11138599
"Sproat","BYO","1539",NA,433.409113004974,5926554.81371128
"Sproat","BYO","1540",NA,585.92817085778,5668557.19514194
"Sproat","BYO","1541",NA,419.918699766456,5988663.54829191
"Sproat","BYO","1542",NA,452.214898935035,6095347.20914336
"Sproat","BYO","1543",NA,420.993702214685,5943215.47665028
"Sproat","BYO","1544",NA,420.796464943025,5881863.41932347
"Sproat","BYO","1545",NA,485.963987662954,5851934.05164456
"Sproat","BYO","1546",NA,538.73085586842,5881045.90929232
"Sproat","BYO","1547",NA,461.726810916185,6005941.51121593
"Sproat","BYO","1548",NA,521.705195138515,5711599.83196904
"Sproat","BYO","1549",NA,477.617277094954,5720303.21110195
"Sproat","BYO","1550",NA,500.470220690606,5720372.75220352
"Sproat","BYO","1551",NA,428.047097515499,6363637.61435304
"Sproat","BYO","1552",NA,565.445756929764,5665300.03492284
"Sproat","BYO","1553",NA,473.502207461215,5774674.3406044
"Sproat","BYO","1554",NA,415.674866673586,5756469.35386604
"Sproat","BYO","1555",NA,465.480220804759,5893546.33618954
"Sproat","BYO","1556",NA,477.296945886705,5865664.64457336
"Sproat","BYO","1557",NA,535.151868011077,5821378.07591441
"Sproat","BYO","1558",NA,479.65757971525,5758268.14497447
"Sproat","BYO","1559",NA,469.986525056211,5832743.54635698
"Sproat","BYO","1560",NA,429.721345338289,5866820.30980091
"Sproat","BYO","1561",NA,395.08959051673,5886078.33276412
"Sproat","BYO","1562",NA,550.490328027344,5653071.10271125
"Sproat","BYO","1563",NA,591.254908237541,5987492.85153176
"Sproat","BYO","1564",NA,559.647614641219,5738832.36387412
"Sproat","BYO","1565",NA,427.669854959662,5812070.04247774
"Sproat","BYO","1566",NA,487.660442076573,5745653.89971775
"Sproat","BYO","1567",NA,310.828104377528,6364077.1891002
"Sproat","BYO","1568",NA,536.839214297811,6078025.66661809
"Sproat","BYO","1569",NA,582.738396129399,5487768.96845014
"Sproat","BYO","1570",NA,599.103168998501,5726968.00054585
"Sproat","BYO","1571",NA,445.001466641245,5798400.51504994
"Sproat","BYO","1572",NA,553.469389065074,5555382.08832034
"Sproat","BYO","1573",NA,508.142650350952,5581317.15152333
"Sproat","BYO","1574",NA,497.149201949793,5751836.68382769
"Sproat","BYO","1575",NA,374.800385170738,6022114.89475612
"Sproat","BYO","1576",NA,355.018577626724,5897813.81367712
"Sproat","BYO","1577",NA,361.49777101648,5929447.02365294
"Sproat","BYO","1578",NA,393.22410246758,6376924.50963459
"Sproat","BYO","1579",NA,524.863344170781,5886946.08678948
"Sproat","BYO","1580",NA,470.722486996004,5963173.20865864
"Sproat","BYO","1581",NA,317.994082355275,6265445.54644823
"Sproat","BYO","1582",NA,438.71512552634,5759588.28859865
"Sproat","BYO","1583",NA,872.917704429411,5578517.70775778
"Sproat","BYO","1584",NA,418.201474658268,5814606.47759771
"Sproat","BYO","1585",NA,446.561466328119,5909956.22835559
"Sproat","BYO","1586",NA,462.628784911307,5905666.28302352
"Sproat","BYO","1587",NA,516.680722741021,5930872.62199328
"Sproat","BYO","1588",NA,524.29320146536,5577427.94738006
"Sproat","BYO","1589",NA,452.8868260926,5790438.12095498
"Sproat","BYO","1590",NA,326.050973842751,5949139.4532031
"Sproat","BYO","1591",NA,439.774319648008,5723480.94868876
"Sproat","BYO","1592",NA,473.102003078987,6031767.01339598
"Sproat","BYO","1593",NA,418.259802888801,5864854.17924404
"Sproat","BYO","1594",NA,384.720346431929,5838443.53317862
"Sproat","BYO","1595",NA,382.0637407317,5724845.09278937
"Sproat","BYO","1596",NA,561.494423501137,5930118.57242303
"Sproat","BYO","1597",NA,740.149038008809,5486439.12744447
"Sproat","BYO","1598",NA,496.008523626708,5819498.29486591
"Sproat","BYO","1599",NA,519.225129120136,5739248.39338418
"Sproat","BYO","1600",NA,554.038021686503,5716726.68377284
"Sproat","BYO","1601",NA,404.750354498584,5921497.94099026
"Sproat","BYO","1602",NA,495.480879286646,5727944.58824721
"Sproat","BYO","1603",NA,507.990779404038,5809333.89089385
"Sproat","BYO","1604",NA,528.046918915522,5916702.29370192
"Sproat","BYO","1605",NA,457.093876272369,5890521.61212006
"Sproat","BYO","1606",NA,478.33677902333,5713943.74514747
"Sproat","BYO","1607",NA,440.526990400904,6020525.76580546
"Sproat","BYO","1608",NA,394.704821779857,6060795.51461707
"Sproat","BYO","1609",NA,483.413419030721,5786956.70200304
"Sproat","BYO","1610",NA,535.766111431868,6116364.01267322
"Sproat","BYO","1611",NA,580.170810961176,5604945.37378595
"Sproat","BYO","1612",NA,559.851434596685,5813654.66548138
"Sproat","BYO","1613",NA,358.993818486513,5979968.64210444
"Sproat","BYO","1614",NA,494.655120767473,5763430.43419922
"Sproat","BYO","1615",NA,339.414455914477,5929925.88140207
"Sproat","BYO","1616",NA,453.914236791587,5955593.21518382
"Sproat","BYO","1617",NA,426.736969501097,5948131.28301156
"Sproat","BYO","1618",NA,429.584947159348,5940658.73440496
"Sproat","BYO","1619",NA,502.188664227349,6035112.9782031
"Sproat","BYO","1620",NA,540.682172624748,5718506.16012596
"Sproat","BYO","1621",NA,367.901281510978,5889175.92425618
"Sproat","BYO","1622",NA,348.446914596651,6299846.44752788
"Sproat","BYO","1623",NA,439.536015418389,5973801.94266005
"Sproat","BYO","1624",NA,443.744342138715,5933202.17717618
"Sproat","BYO","1625",NA,478.188688640707,5823971.18834148
"Sproat","BYO","1626",NA,531.797507163109,5870053.31053812
"Sproat","BYO","1627",NA,520.30839926347,5940334.51257251
"Sproat","BYO","1628",NA,469.992052081541,5665669.75316246
"Sproat","BYO","1629",NA,478.484552427767,5678329.40164136
"Sproat","BYO","1630",NA,425.536280300842,5825661.48255656
"Sproat","BYO","1631",NA,580.834578675622,5496772.54631525
"Sproat","BYO","1632",NA,506.295047298155,5828099.50370947
"Sproat","BYO","1633",NA,457.229537803201,5592841.07004193
"Sproat","BYO","1634",NA,359.292267628626,6091212.26931695
"Sproat","BYO","1635",NA,535.563608970129,5644293.29112876
"Sproat","BYO","1636",NA,418.514607145009,5974215.99428063
"Sproat","BYO","1637",NA,472.592325688008,5885088.57603333
"Sproat","BYO","1638",NA,308.646426014134,6122662.84948544
"Sproat","BYO","1639",NA,452.739103862584,5612440.3166988
"Sproat","BYO","1640",NA,539.324524588897,5861688.07056199
"Sproat","BYO","1641",NA,400.222897201065,5778151.80166984
"Sproat","BYO","1642",NA,372.573738075612,5968244.76253393
"Sproat","BYO","1643",NA,505.423661404182,5990570.74881873
"Sproat","BYO","1644",NA,343.696673048435,5785427.05988283
"Sproat","BYO","1645",NA,595.387781154591,5863283.33462368
"Sproat","BYO","1646",NA,414.131630901564,6050687.32543376
"Sproat","BYO","1647",NA,525.608443277032,5739090.50140636
"Sproat","BYO","1648",NA,412.793691437227,6048699.6731548
"Sproat","BYO","1649",NA,528.065322934174,6174264.47941541
"Sproat","BYO","1650",NA,451.174466535908,5831403.12171497
"Sproat","BYO","1651",NA,325.455743843648,5939496.36720074
"Sproat","BYO","1652",NA,399.936269520559,5687112.09261047
"Sproat","BYO","1653",NA,521.614807270239,5772501.78678927
"Sproat","BYO","1654",NA,497.564777372275,5602763.00257705
"Sproat","BYO","1655",NA,408.962948449999,6046158.81026183
"Sproat","BYO","1656",NA,491.755930957798,5974160.83689393
"Sproat","BYO","1657",NA,567.339875472256,5528310.9233262
"Sproat","BYO","1658",NA,419.631364397269,5749266.5105587
"Sproat","BYO","1659",NA,390.526152066712,6117606.28828027
"Sproat","BYO","1660",NA,293.592438425957,6700964.06775998
"Sproat","BYO","1661",NA,447.882349436456,6024947.72010195
"Sproat","BYO","1662",NA,514.269893960184,5663492.31318182
"Sproat","BYO","1663",NA,446.393642316115,5777357.98428953
"Sproat","BYO","1664",NA,368.375792311696,6147124.59991504
"Sproat","BYO","1665",NA,406.539494780085,5835220.40831621
"Sproat","BYO","1666",NA,478.700644220218,6004539.18419264
"Sproat","BYO","1667",NA,476.894702681236,5838456.66036022
"Sproat","BYO","1668",NA,480.114877670671,5648117.69567139
"Sproat","BYO","1669",NA,344.884432754377,5959155.17023291
"Sproat","BYO","1670",NA,412.997456274669,5846461.15438632
"Sproat","BYO","1671",NA,461.878758618115,5638153.85439491
"Sproat","BYO","1672",NA,365.87335157853,6230338.74201692
"Sproat","BYO","1673",NA,495.08645568361,5689847.24160152
"Sproat","BYO","1674",NA,355.686640649959,5839099.84198623
"Sproat","BYO","1675",NA,385.30531037443,5915424.17361126
"Sproat","BYO","1676",NA,426.329800922044,5803634.33331827
"Sproat","BYO","1677",NA,360.888085185426,5781388.31629938
"Sproat","BYO","1678",NA,593.313038651768,5840104.59540853
"Sproat","BYO","1679",NA,512.721498150699,5567812.68340697
"Sproat","BYO","1680",NA,457.34422185882,5815264.55059656
"Sproat","BYO","1681",NA,495.887422557367,5789548.55813951
"Sproat","BYO","1682",NA,527.767146953364,5623939.4367716
"Sproat","BYO","1683",NA,557.074833942166,5633119.61040719
"Sproat","BYO","1684",NA,397.393343595882,5967669.41068129
"Sproat","BYO","1685",NA,476.984469083544,5815377.35418999
"Sproat","BYO","1686",NA,638.434169052655,5707794.36122576
"Sproat","BYO","1687",NA,467.245300288117,5817634.92743785
"Sproat","BYO","1688",NA,577.109159000696,5601852.78641793
"Sproat","BYO","1689",NA,550.325699374583,5609410.65900526
"Sproat","BYO","1690",NA,332.771958162739,5962738.8026156
"Sproat","BYO","1691",NA,439.648613950045,5731963.84071591
"Sproat","BYO","1692",NA,532.039567782758,5756003.78748865
"Sproat","BYO","1693",NA,489.943224511559,6097767.47842086
"Sproat","BYO","1694",NA,398.858151605419,5947531.76179115
"Sproat","BYO","1695",NA,383.753520633546,6207630.51965695
"Sproat","BYO","1696",NA,585.911556206553,5685742.96528922
"Sproat","BYO","1697",NA,413.386228997355,5878271.43188964
"Sproat","BYO","1698",NA,494.044392988003,5774567.08353989
"Sproat","BYO","1699",NA,406.380299835999,6168029.18051079
"Sproat","BYO","1700",NA,461.918479477607,5838677.47382116
"Sproat","BYO","1701",NA,417.778851747015,5720051.53860625
"Sproat","BYO","1702",NA,448.030473274627,5817544.15267347
"Sproat","BYO","1703",NA,429.522580295309,5805359.59424642
"Sproat","BYO","1704",NA,422.954156749826,5814039.43600525
"Sproat","BYO","1705",NA,486.771012507046,5803991.27115333
"Sproat","BYO","1706",NA,596.459213923436,5736329.42372029
"Sproat","BYO","1707",NA,435.309435793296,6068230.16489893
"Sproat","BYO","1708",NA,532.501269366143,5815471.68632996
"Sproat","BYO","1709",NA,448.197811517016,5960524.62626541
"Sproat","BYO","1710",NA,574.567869015911,5625266.39847143
"Sproat","BYO","1711",NA,500.40445626047,5860642.87548816
"Sproat","BYO","1712",NA,737.813868057801,5626130.61774762
"Sproat","BYO","1713",NA,655.400036838262,5680263.32599845
"Sproat","BYO","1714",NA,541.580710244383,5458910.60977677
"Sproat","BYO","1715",NA,372.838632634805,6006513.73427539
"Sproat","BYO","1716",NA,530.889480757779,5635477.84246436
"Sproat","BYO","1717",NA,446.808651965552,5831056.36749561
"Sproat","BYO","1718",NA,461.069554192245,5854526.91417735
"Sproat","BYO","1719",NA,435.346081590246,5742065.68241844
"Sproat","BYO","1720",NA,490.735417363592,6054324.4646667
"Sproat","BYO","1721",NA,495.974331948584,5764916.01596771
"Sproat","BYO","1722",NA,415.205223511702,5764311.92405234
"Sproat","BYO","1723",NA,456.807283571033,5686317.58791932
"Sproat","BYO","1724",NA,498.23792636083,5819270.96857497
"Sproat","BYO","1725",NA,528.724350309205,5941130.81620949
"Sproat","BYO","1726",NA,441.126449396451,5866783.97187972
"Sproat","BYO","1727",NA,443.980599509141,6142683.61757208
"Sproat","BYO","1728",NA,359.113822853228,5974901.56043797
"Sproat","BYO","1729",NA,567.780931333578,5588215.25329407
"Sproat","BYO","1730",NA,421.108040605219,5839753.85902566
"Sproat","BYO","1731",NA,439.000144688483,5796060.85279774
"Sproat","BYO","1732",NA,450.085310935204,5980101.88994843
"Sproat","BYO","1733",NA,433.394535561303,5905376.354752
"Sproat","BYO","1734",NA,716.667574413701,5599754.53569602
"Sproat","BYO","1735",NA,545.485063309289,5834176.28075761
"Sproat","BYO","1736",NA,431.625106143726,5927008.35778966
"Sproat","BYO","1737",NA,629.979528872996,5537344.72591665
"Sproat","BYO","1738",NA,416.181538802934,5678395.17275849
"Sproat","BYO","1739",NA,625.384358672598,5421756.30801581
"Sproat","BYO","1740",NA,375.030567335845,6093357.62238567
"Sproat","BYO","1741",NA,566.182980268478,5657856.09842577
"Sproat","BYO","1742",NA,418.301005937642,6014354.56601821
"Sproat","BYO","1743",NA,708.083743298094,5777795.53425606
"Sproat","BYO","1744",NA,422.245053753368,5652294.3574006
"Sproat","BYO","1745",NA,463.022212790443,5954855.5148332
"Sproat","BYO","1746",NA,419.189827932231,5825901.05575493
"Sproat","BYO","1747",NA,411.004495502275,6086328.53780159
"Sproat","BYO","1748",NA,437.515393992769,5819120.67721825
"Sproat","BYO","1749",NA,308.229564316307,6200502.62386661
"Sproat","BYO","1750",NA,343.202902556552,6330631.54355495
"Sproat","BYO","1751",NA,385.241558993952,5983937.08657541
"Sproat","BYO","1752",NA,462.649815052843,5708341.40762536
"Sproat","BYO","1753",NA,722.765646907647,5665381.79266801
"Sproat","BYO","1754",NA,497.010828140116,6200314.39745582
"Sproat","BYO","1755",NA,361.571549177348,6046057.91621418
"Sproat","BYO","1756",NA,493.610073759156,5660285.52568444
"Sproat","BYO","1757",NA,387.839832462614,6199298.58228881
"Sproat","BYO","1758",NA,447.865176548862,5731451.329318
"Sproat","BYO","1759",NA,461.673697168865,5927317.12936853
"Sproat","BYO","1760",NA,540.683497502637,5708115.17477161
"Sproat","BYO","1761",NA,448.948946062447,5734455.52357787
"Sproat","BYO","1762",NA,601.594163918912,5845546.83096361
"Sproat","BYO","1763",NA,288.793043272456,6108494.87316209
"Sproat","BYO","1764",NA,608.549506239342,5657139.48588483
"Sproat","BYO","1765",NA,456.692864230796,5769394.76623153
"Sproat","BYO","1766",NA,454.4025427475,5731075.48452538
"Sproat","BYO","1767",NA,519.600182660604,5567496.2955825
"Sproat","BYO","1768",NA,458.988724486443,5739056.3484269
"Sproat","BYO","1769",NA,426.363788493148,5858817.94375661
"Sproat","BYO","1770",NA,434.44589408632,5970632.99696075
"Sproat","BYO","1771",NA,596.111859897371,5768706.78644946
"Sproat","BYO","1772",NA,591.536537555202,5575045.51661633
"Sproat","BYO","1773",NA,471.389272450388,5549236.8323454
"Sproat","BYO","1774",NA,432.682385012038,5718546.71254385
"Sproat","BYO","1775",NA,359.348943846382,6060662.21896457
"Sproat","BYO","1776",NA,535.685378234451,5940175.57998635
