"cu","Rmeas","draw","year","alpha","beta"
"Great Central","BYO","5809",NA,256.074365161954,6140953.69050214
"Great Central","BYO","5810",NA,315.640060064611,5672729.90481935
"Great Central","BYO","5811",NA,323.751337257484,5927052.97982235
"Great Central","BYO","5812",NA,310.322794864667,5997269.45343794
"Great Central","BYO","5813",NA,246.357347400536,5667806.16678982
"Great Central","BYO","5814",NA,226.581098166226,6044455.49913314
"Great Central","BYO","5815",NA,326.253293532127,5901880.19043307
"Great Central","BYO","5816",NA,322.09047505855,5856683.8977003
"Great Central","BYO","5817",NA,310.860181322892,5777838.10079807
"Great Central","BYO","5818",NA,308.245055336468,6191774.85848019
"Great Central","BYO","5819",NA,257.964941053377,5778274.22782478
"Great Central","BYO","5820",NA,236.357840735856,5890017.30236621
"Great Central","BYO","5821",NA,345.292403215106,5700288.95783144
"Great Central","BYO","5822",NA,354.689682642982,5841117.34613397
"Great Central","BYO","5823",NA,237.267188735512,5773898.09345473
"Great Central","BYO","5824",NA,346.259179053429,5511848.53728705
"Great Central","BYO","5825",NA,308.859248618596,5316169.87596342
"Great Central","BYO","5826",NA,354.666990948416,5593781.82090682
"Great Central","BYO","5827",NA,358.485762353323,5448583.57595683
"Great Central","BYO","5828",NA,297.187937041398,5879212.61083433
"Great Central","BYO","5829",NA,301.650300549451,5992688.8977872
"Great Central","BYO","5830",NA,280.048020653128,5947186.92045176
"Great Central","BYO","5831",NA,365.355275542085,5461729.92769054
"Great Central","BYO","5832",NA,296.321847357625,5669495.55559131
"Great Central","BYO","5833",NA,240.061585383469,5820823.37096188
"Great Central","BYO","5834",NA,342.176342419339,5695628.90128352
"Great Central","BYO","5835",NA,250.672372769499,5843812.58247808
"Great Central","BYO","5836",NA,330.032924360841,5283930.53971042
"Great Central","BYO","5837",NA,230.648817233279,6198587.76837342
"Great Central","BYO","5838",NA,363.129507748384,6213965.99176097
"Great Central","BYO","5839",NA,343.623615873477,5619331.80328987
"Great Central","BYO","5840",NA,396.859163404567,5661566.58331195
"Great Central","BYO","5841",NA,263.093917558854,6010982.16564391
"Great Central","BYO","5842",NA,345.074472872408,5821247.49219866
"Great Central","BYO","5843",NA,253.219774344405,6147688.96216896
"Great Central","BYO","5844",NA,409.153000716828,5357459.25119425
"Great Central","BYO","5845",NA,266.700934712084,6110949.3655196
"Great Central","BYO","5846",NA,218.380039409071,6010855.60222655
"Great Central","BYO","5847",NA,273.245456295528,5954382.18906496
"Great Central","BYO","5848",NA,278.593081372652,5392554.13363708
"Great Central","BYO","5849",NA,305.752299148363,5642341.54918625
"Great Central","BYO","5850",NA,379.282763543855,6041408.77542982
"Great Central","BYO","5851",NA,332.451853585164,5937011.89654946
"Great Central","BYO","5852",NA,294.649102177432,5814549.92965835
"Great Central","BYO","5853",NA,254.056608102551,6007241.04748798
"Great Central","BYO","5854",NA,440.786107008243,5482159.32867019
"Great Central","BYO","5855",NA,363.375324731269,5822140.40920566
"Great Central","BYO","5856",NA,268.954386755848,5995693.39380193
"Great Central","BYO","5857",NA,329.277650832508,5513475.51322185
"Great Central","BYO","5858",NA,298.333364808193,5855081.98957303
"Great Central","BYO","5859",NA,276.954184363748,5813838.53968262
"Great Central","BYO","5860",NA,254.170776493486,5905036.66557579
"Great Central","BYO","5861",NA,306.686852900692,5840104.09075943
"Great Central","BYO","5862",NA,371.191897296781,5578215.06821052
"Great Central","BYO","5863",NA,331.194874559385,6174641.4732549
"Great Central","BYO","5864",NA,315.089505617399,5836411.92605416
"Great Central","BYO","5865",NA,341.90198990772,5528653.60485319
"Great Central","BYO","5866",NA,327.969463969473,5727958.60477266
"Great Central","BYO","5867",NA,331.080712338321,5557933.42750458
"Great Central","BYO","5868",NA,298.115854365071,5944841.02409985
"Great Central","BYO","5869",NA,385.30256921893,5729358.06210507
"Great Central","BYO","5870",NA,326.85596229811,5827377.49743004
"Great Central","BYO","5871",NA,321.831492775642,5893291.382137
"Great Central","BYO","5872",NA,270.276896638286,6126697.10065904
"Great Central","BYO","5873",NA,295.601901943292,5859088.39870266
"Great Central","BYO","5874",NA,238.744087037868,6000523.80228706
"Great Central","BYO","5875",NA,251.539456708398,5407651.663955
"Great Central","BYO","5876",NA,394.414190563792,5685966.14392718
"Great Central","BYO","5877",NA,305.513506774306,5636001.23489648
"Great Central","BYO","5878",NA,301.651655132048,5814078.95089826
"Great Central","BYO","5879",NA,466.661010758164,5590374.36949911
"Great Central","BYO","5880",NA,332.373988982636,6070044.50354698
"Great Central","BYO","5881",NA,312.832418452253,5701466.58396871
"Great Central","BYO","5882",NA,307.067010713886,5933306.74144217
"Great Central","BYO","5883",NA,348.495762895786,5383619.16535455
"Great Central","BYO","5884",NA,261.385967591319,5698934.15306434
"Great Central","BYO","5885",NA,356.754766405873,5568955.55919649
"Great Central","BYO","5886",NA,309.710350256718,5710152.07274425
"Great Central","BYO","5887",NA,294.795386493106,5723390.20911676
"Great Central","BYO","5888",NA,272.229651185513,5731926.85023193
"Great Central","BYO","5889",NA,403.141997391479,5571412.14077477
"Great Central","BYO","5890",NA,355.401431891484,5980252.26113187
"Great Central","BYO","5891",NA,315.741160675372,5749007.51357093
"Great Central","BYO","5892",NA,375.812109859183,5549112.42054257
"Great Central","BYO","5893",NA,251.334570740713,5609569.20005682
"Great Central","BYO","5894",NA,277.50372863575,5813550.97331845
"Great Central","BYO","5895",NA,320.479877454806,5583258.95668202
"Great Central","BYO","5896",NA,275.392053151517,5849018.41450172
"Great Central","BYO","5897",NA,306.443048512149,5801625.85159207
"Great Central","BYO","5898",NA,267.041454537914,6127685.27305166
"Great Central","BYO","5899",NA,409.06866787881,5639424.61454736
"Great Central","BYO","5900",NA,344.040647650778,5762592.27765629
"Great Central","BYO","5901",NA,267.327792320614,5923658.98317824
"Great Central","BYO","5902",NA,292.712287100555,5743207.49756127
"Great Central","BYO","5903",NA,366.903809160508,5725219.39614349
"Great Central","BYO","5904",NA,354.632769520714,5810747.16466384
"Great Central","BYO","5905",NA,415.695548683296,5516814.02837668
"Great Central","BYO","5906",NA,351.621794826587,5571294.2114076
"Great Central","BYO","5907",NA,298.311819760663,5361254.56470216
"Great Central","BYO","5908",NA,386.570161701913,5655534.09918188
"Great Central","BYO","5909",NA,275.993422641072,5863602.26375389
"Great Central","BYO","5910",NA,299.082594350472,5715900.67613074
"Great Central","BYO","5911",NA,305.752861324655,5637550.84200241
"Great Central","BYO","5912",NA,293.677134598428,5605226.18864185
"Great Central","BYO","5913",NA,231.758561831202,6251705.13105239
"Great Central","BYO","5914",NA,326.41746554767,5510304.6269747
"Great Central","BYO","5915",NA,278.539670747511,5940870.29020005
"Great Central","BYO","5916",NA,333.791613996636,5537929.04316043
"Great Central","BYO","5917",NA,217.339359080833,5834356.23989131
"Great Central","BYO","5918",NA,302.78639610527,5744961.27879213
"Great Central","BYO","5919",NA,408.259659703595,5483772.42574869
"Great Central","BYO","5920",NA,415.541173646905,5400402.99000882
"Great Central","BYO","5921",NA,321.132106215076,5794740.95223172
"Great Central","BYO","5922",NA,335.569905891162,5353438.50229621
"Great Central","BYO","5923",NA,368.587107762822,5631211.56524107
"Great Central","BYO","5924",NA,249.068116751446,5898924.90063908
"Great Central","BYO","5925",NA,428.970209767035,5424985.16908535
"Great Central","BYO","5926",NA,296.298262037357,5537140.25399838
"Great Central","BYO","5927",NA,320.367991427835,5345207.74539009
"Great Central","BYO","5928",NA,367.202041886144,5576867.51695723
"Great Central","BYO","5929",NA,343.986099403373,5986540.57697013
"Great Central","BYO","5930",NA,346.196548586464,6230548.33893297
"Great Central","BYO","5931",NA,326.733960791498,5825459.14047952
"Great Central","BYO","5932",NA,271.118306773302,6015524.93495463
"Great Central","BYO","5933",NA,365.227587041295,5803495.64783551
"Great Central","BYO","5934",NA,271.913840509207,5820247.44762491
"Great Central","BYO","5935",NA,354.971223649933,5536051.76784322
"Great Central","BYO","5936",NA,298.395078830759,5907498.66236268
"Great Central","BYO","5937",NA,460.376647487347,5293247.63536012
"Great Central","BYO","5938",NA,285.629240005619,6213153.8662757
"Great Central","BYO","5939",NA,359.078952953639,5681223.88395357
"Great Central","BYO","5940",NA,345.463926140449,5810597.93354763
"Great Central","BYO","5941",NA,445.377677679236,5599781.03996865
"Great Central","BYO","5942",NA,304.632984832116,5520000.80305354
"Great Central","BYO","5943",NA,304.476710769973,5731286.31016656
"Great Central","BYO","5944",NA,270.858863325056,5877683.68556596
"Great Central","BYO","5945",NA,281.412396412957,5388752.73247583
"Great Central","BYO","5946",NA,269.682536798997,5403027.78209797
"Great Central","BYO","5947",NA,326.709450198717,6144442.53847525
"Great Central","BYO","5948",NA,274.948606388686,6159905.81655632
"Great Central","BYO","5949",NA,413.072094076815,5665993.09537541
"Great Central","BYO","5950",NA,259.727026169022,5827858.51179771
"Great Central","BYO","5951",NA,317.930977669499,5761308.77109187
"Great Central","BYO","5952",NA,270.63009139111,5878223.11641522
"Great Central","BYO","5953",NA,317.943012285062,5660870.29106155
"Great Central","BYO","5954",NA,356.574200396153,5809439.59855062
"Great Central","BYO","5955",NA,294.008943972784,5632607.39835722
"Great Central","BYO","5956",NA,227.551004483493,6546693.52888197
"Great Central","BYO","5957",NA,252.323951109912,5629229.07972579
"Great Central","BYO","5958",NA,242.655426599515,6042198.63137863
"Great Central","BYO","5959",NA,266.886212949486,5906871.65071406
"Great Central","BYO","5960",NA,233.430548478585,5973097.94689203
"Great Central","BYO","5961",NA,407.978569608968,5682225.74063351
"Great Central","BYO","5962",NA,258.659902978938,6016620.54955407
"Great Central","BYO","5963",NA,427.753227523365,5540928.20282252
"Great Central","BYO","5964",NA,304.820748888392,6048393.0625511
"Great Central","BYO","5965",NA,335.860407296912,6072746.12341386
"Great Central","BYO","5966",NA,441.369726560854,5502705.85234456
"Great Central","BYO","5967",NA,280.854578803171,5897615.99676644
"Great Central","BYO","5968",NA,365.37808237515,5541964.35910565
"Great Central","BYO","5969",NA,345.905043416046,5961053.67675575
"Great Central","BYO","5970",NA,235.613301119753,6448771.25820068
"Great Central","BYO","5971",NA,379.888318174674,5698801.5321444
"Great Central","BYO","5972",NA,468.445132967022,5506746.28701873
"Great Central","BYO","5973",NA,351.459111472482,6023992.91599008
"Great Central","BYO","5974",NA,355.573454076367,5770863.3666176
"Great Central","BYO","5975",NA,385.859280948885,5455547.03265522
"Great Central","BYO","5976",NA,377.286025078748,5886119.99630901
"Great Central","BYO","5977",NA,268.722631441062,6059692.7031335
"Great Central","BYO","5978",NA,340.857100897134,5542193.88507649
"Great Central","BYO","5979",NA,321.595924354007,5639504.14339261
"Great Central","BYO","5980",NA,440.733379461069,5455768.2711033
"Great Central","BYO","5981",NA,296.877446330528,5651708.80029937
"Great Central","BYO","5982",NA,272.39514068085,5890784.57337011
"Great Central","BYO","5983",NA,372.029133437959,5338154.19947129
"Great Central","BYO","5984",NA,417.88701030561,5510213.76155481
"Great Central","BYO","5985",NA,294.332303935344,6153932.5585631
"Great Central","BYO","5986",NA,314.319554013896,5787391.92702339
"Great Central","BYO","5987",NA,488.954094794865,5513024.58559112
"Great Central","BYO","5988",NA,380.695465933558,5754555.96496251
"Great Central","BYO","5989",NA,305.557295725489,5599370.28715814
"Great Central","BYO","5990",NA,340.833471361372,5861529.11640541
"Great Central","BYO","5991",NA,364.688914010963,5567742.30193898
"Great Central","BYO","5992",NA,337.831831732163,5814123.57564421
"Great Central","BYO","5993",NA,402.79737027625,5511631.82628897
"Great Central","BYO","5994",NA,320.922302846682,5807459.72616041
"Great Central","BYO","5995",NA,291.454492191438,5982847.67117527
"Great Central","BYO","5996",NA,430.20198473819,5503481.10976855
"Great Central","BYO","5997",NA,341.528303068167,5731192.35012261
"Great Central","BYO","5998",NA,298.792507411875,5462983.65075071
"Great Central","BYO","5999",NA,306.11488030213,6075833.85668149
"Great Central","BYO","6000",NA,268.694527791698,5832973.27532666
"Great Central","BYB","1",NA,1230.69173769731,21483136.8897447
"Great Central","BYB","2",NA,1246.85477801379,20278710.7379727
"Great Central","BYB","3",NA,1265.84030657079,20969014.5128235
"Great Central","BYB","4",NA,1397.3160032183,21279425.1454222
"Great Central","BYB","5",NA,1540.26332294134,18149161.1509228
"Great Central","BYB","6",NA,1367.90787658896,19794703.7736012
"Great Central","BYB","7",NA,1009.37529105211,20002580.2999755
"Great Central","BYB","8",NA,1505.29349987741,19879336.9840703
"Great Central","BYB","9",NA,1261.37235803037,20951126.1646019
"Great Central","BYB","10",NA,1207.64094836981,22217719.0414619
"Great Central","BYB","11",NA,1088.12279924235,19883648.0481982
"Great Central","BYB","12",NA,1253.58944372495,19544502.0167399
"Great Central","BYB","13",NA,1267.51908561646,18692315.3172215
"Great Central","BYB","14",NA,1201.88297585471,20658657.3492955
"Great Central","BYB","15",NA,1605.16779533284,18066420.8392389
"Great Central","BYB","16",NA,1401.71514692804,20402263.7959102
"Great Central","BYB","17",NA,1170.32396546985,19733585.2649623
"Great Central","BYB","18",NA,1459.53102167642,18635482.332895
"Great Central","BYB","19",NA,1126.42801198897,20250490.1656717
"Great Central","BYB","20",NA,1109.60097777294,20889022.1778326
"Great Central","BYB","21",NA,1217.08638057695,21708623.5922081
"Great Central","BYB","22",NA,1378.57654915197,20334342.0061978
"Great Central","BYB","23",NA,824.473406320894,21922083.4172051
"Great Central","BYB","24",NA,1586.52077476774,21398490.7722081
"Great Central","BYB","25",NA,1676.97686233714,18851717.3954348
"Great Central","BYB","26",NA,1337.12741887087,22086617.9176863
"Great Central","BYB","27",NA,1262.24211374676,19225949.4954689
"Great Central","BYB","28",NA,1857.31116584055,19738556.9478035
"Great Central","BYB","29",NA,1008.43699160136,20061128.2589436
"Great Central","BYB","30",NA,1502.51791161457,20430871.7276117
"Great Central","BYB","31",NA,1171.78433380787,20950896.6071573
"Great Central","BYB","32",NA,1392.15887254282,20602029.1913349
"Great Central","BYB","33",NA,986.311965629644,21201694.1895728
"Great Central","BYB","34",NA,1618.39729247546,20535791.9712223
"Great Central","BYB","35",NA,1529.72140447833,20190402.2811308
"Great Central","BYB","36",NA,1791.79759801036,21084592.2852867
"Great Central","BYB","37",NA,1066.30824426154,21072726.2246473
"Great Central","BYB","38",NA,1200.88330433457,19711900.2750889
"Great Central","BYB","39",NA,1345.43870917248,22017972.8067659
"Great Central","BYB","40",NA,1600.18456888061,19972232.5675385
"Great Central","BYB","41",NA,1379.61867567327,18516979.1717327
"Great Central","BYB","42",NA,1108.83847991226,20306798.314501
"Great Central","BYB","43",NA,1271.49164963524,20301413.4104946
"Great Central","BYB","44",NA,984.295972941207,22107370.3478902
"Great Central","BYB","45",NA,1167.39134473424,20209737.5098648
"Great Central","BYB","46",NA,1614.12626444426,20783440.9288237
"Great Central","BYB","47",NA,1582.75352965011,19496078.7560793
"Great Central","BYB","48",NA,1246.04771722662,20497278.194349
"Great Central","BYB","49",NA,1947.30849180247,19834638.2800594
"Great Central","BYB","50",NA,1218.81589207853,18917138.6877709
"Great Central","BYB","51",NA,1386.20241021951,20215937.6305841
"Great Central","BYB","52",NA,1367.1747191825,21369527.8722717
"Great Central","BYB","53",NA,1513.06769556659,19193562.8589074
"Great Central","BYB","54",NA,1388.15876614622,19130109.6433401
"Great Central","BYB","55",NA,1242.01507136935,19960854.8224469
"Great Central","BYB","56",NA,968.021902422799,21972065.1400308
"Great Central","BYB","57",NA,1026.85440440487,23117208.8787741
"Great Central","BYB","58",NA,1088.52619616161,23181595.554195
"Great Central","BYB","59",NA,1105.96712738559,21983450.5807891
"Great Central","BYB","60",NA,1132.95789151662,21020938.1281602
"Great Central","BYB","61",NA,2273.04098097658,19946488.4673809
"Great Central","BYB","62",NA,1296.78967577898,20797477.0581182
"Great Central","BYB","63",NA,1718.40333776472,18037584.3021189
"Great Central","BYB","64",NA,944.342502941704,21474350.2758728
"Great Central","BYB","65",NA,1760.61011614308,20028981.2423308
"Great Central","BYB","66",NA,1035.53664911185,20740335.6387364
"Great Central","BYB","67",NA,1032.87342163016,20484878.5571906
"Great Central","BYB","68",NA,1380.34212717966,21805925.0146325
"Great Central","BYB","69",NA,1179.24285472965,19715378.4031287
"Great Central","BYB","70",NA,1188.7502229359,18866907.9538891
"Great Central","BYB","71",NA,1217.1700978482,20111038.5250921
"Great Central","BYB","72",NA,1374.98153502556,18360320.9113253
"Great Central","BYB","73",NA,1589.75080257353,19142988.7916396
"Great Central","BYB","74",NA,1297.31886237451,21942014.7570961
"Great Central","BYB","75",NA,1654.75479196375,19304091.7291937
"Great Central","BYB","76",NA,1381.64409685238,20349150.0109318
"Great Central","BYB","77",NA,1217.28028342698,19539842.5198719
"Great Central","BYB","78",NA,1621.00291515118,18902193.1286344
"Great Central","BYB","79",NA,1119.8979496892,19324837.4246815
"Great Central","BYB","80",NA,1029.05600664095,19805332.5656488
"Great Central","BYB","81",NA,1338.51483024379,21923010.3006647
"Great Central","BYB","82",NA,1724.91273427156,20324296.3809384
"Great Central","BYB","83",NA,1255.96721880191,20941769.0414125
"Great Central","BYB","84",NA,1255.39581762185,19520607.4431998
"Great Central","BYB","85",NA,856.690661317254,21054854.5118804
"Great Central","BYB","86",NA,1627.86981222716,16976961.9247918
"Great Central","BYB","87",NA,1254.57139387521,20834255.1821959
"Great Central","BYB","88",NA,1332.12410413834,18084596.8539919
"Great Central","BYB","89",NA,1332.54524747818,18893054.9197615
"Great Central","BYB","90",NA,1412.70443672147,20198746.799261
"Great Central","BYB","91",NA,1299.76105575408,20248309.6312658
"Great Central","BYB","92",NA,1249.76832823134,21757782.1664518
"Great Central","BYB","93",NA,1242.4395217233,20847371.4178627
"Great Central","BYB","94",NA,1599.90186315859,21322149.277767
"Great Central","BYB","95",NA,969.765383968472,20524908.8313345
"Great Central","BYB","96",NA,1413.13993117137,20482778.9594125
"Great Central","BYB","97",NA,1602.83322696939,18900864.9026502
"Great Central","BYB","98",NA,1294.95297150926,22429249.9508313
"Great Central","BYB","99",NA,1373.85326675145,18891323.1817978
"Great Central","BYB","100",NA,1135.55237622187,21622437.198674
"Great Central","BYB","101",NA,826.860574298825,20127174.5128926
"Great Central","BYB","102",NA,993.665866717562,20454917.0070891
"Great Central","BYB","103",NA,1296.99533152887,19705378.8609683
"Great Central","BYB","104",NA,1285.27529583405,20173703.1729211
"Great Central","BYB","105",NA,1117.69968297344,20078133.4227749
"Great Central","BYB","106",NA,1063.28644170384,20850603.9833084
"Great Central","BYB","107",NA,1399.73835674476,19215272.1438579
"Great Central","BYB","108",NA,1231.91605362237,19589689.9175023
"Great Central","BYB","109",NA,1818.57134860798,19667030.2001932
"Great Central","BYB","110",NA,1076.27001625944,21158052.9947711
"Great Central","BYB","111",NA,1468.73033348539,19292052.9610938
"Great Central","BYB","112",NA,1178.34820384435,19874510.4287803
"Great Central","BYB","113",NA,1165.73013354588,22313854.3744263
"Great Central","BYB","114",NA,1182.30360524351,22300835.4108465
"Great Central","BYB","115",NA,1930.94426030518,21408767.481002
"Great Central","BYB","116",NA,1472.14977209399,20949822.9912739
"Great Central","BYB","117",NA,1500.04364909769,19470736.0257349
"Great Central","BYB","118",NA,1820.52261531769,19336132.2289396
"Great Central","BYB","119",NA,1548.13946785278,19701275.5655281
"Great Central","BYB","120",NA,1222.40660054981,21014581.03443
"Great Central","BYB","121",NA,1141.85401379137,22898194.7601636
"Great Central","BYB","122",NA,1273.19852203932,21399405.0749814
"Great Central","BYB","123",NA,1014.69552364555,21153166.3616411
"Great Central","BYB","124",NA,1800.80994678673,18864242.7341412
"Great Central","BYB","125",NA,1439.33024978257,20125414.5221123
"Great Central","BYB","126",NA,1498.12570858857,19274175.8700056
"Great Central","BYB","127",NA,1348.85800661323,20053746.6199259
"Great Central","BYB","128",NA,1980.18475607281,17251391.3345203
"Great Central","BYB","129",NA,1259.24814202703,22358111.0439859
"Great Central","BYB","130",NA,1015.7248861036,20257338.2579052
"Great Central","BYB","131",NA,1044.16418859731,21809027.1307066
"Great Central","BYB","132",NA,1544.98157693224,19098253.3602059
"Great Central","BYB","133",NA,1086.34119793811,21249286.8096269
"Great Central","BYB","134",NA,1363.19830025351,20875956.3205909
"Great Central","BYB","135",NA,1702.28588050606,17582170.6657471
"Great Central","BYB","136",NA,1079.24839854373,19366144.3592704
"Great Central","BYB","137",NA,1341.13977398478,19096152.8557833
"Great Central","BYB","138",NA,1199.17742913395,19947783.3059654
"Great Central","BYB","139",NA,1177.24587740276,20830140.3313563
"Great Central","BYB","140",NA,1194.89060380955,19530214.5449621
"Great Central","BYB","141",NA,1406.04426471722,19586240.9258545
"Great Central","BYB","142",NA,1079.97065564508,21561151.1028408
"Great Central","BYB","143",NA,1653.57218091384,19903765.2477243
"Great Central","BYB","144",NA,1333.663007406,20595835.6263995
"Great Central","BYB","145",NA,1911.49062304015,19722549.9482293
"Great Central","BYB","146",NA,1547.00048376239,20638618.6779689
"Great Central","BYB","147",NA,1138.74908441411,19769070.6160778
"Great Central","BYB","148",NA,1462.62375600631,19301616.930782
"Great Central","BYB","149",NA,1141.0791223334,19916281.4212462
"Great Central","BYB","150",NA,1508.51542946892,20283249.6720996
"Great Central","BYB","151",NA,1171.05249947752,22220498.5171984
"Great Central","BYB","152",NA,1263.77453960422,17529362.586926
"Great Central","BYB","153",NA,995.272067684766,20710170.188104
"Great Central","BYB","154",NA,858.944060585679,23046553.2384797
"Great Central","BYB","155",NA,897.574700201335,21561871.5549455
"Great Central","BYB","156",NA,1312.41927212891,21713438.209996
"Great Central","BYB","157",NA,1071.2111638196,21429404.9285621
"Great Central","BYB","158",NA,1274.85223713877,20667875.8542204
"Great Central","BYB","159",NA,859.534035722532,19656286.1012666
"Great Central","BYB","160",NA,1216.15403213583,18978340.4645295
"Great Central","BYB","161",NA,1287.03421447244,18787510.1235206
"Great Central","BYB","162",NA,1327.42183475973,20498180.9178855
"Great Central","BYB","163",NA,959.373638797195,19795230.246362
"Great Central","BYB","164",NA,1118.75348863586,20897916.207648
"Great Central","BYB","165",NA,1049.04972582984,21222033.411881
"Great Central","BYB","166",NA,1350.97086159631,21188644.8640301
"Great Central","BYB","167",NA,1363.80274545778,19752780.5044651
"Great Central","BYB","168",NA,1674.56758857408,19879389.1458338
"Great Central","BYB","169",NA,1043.66088360305,21003242.4234263
"Great Central","BYB","170",NA,1292.0995677482,19612911.8122354
"Great Central","BYB","171",NA,1300.04145410855,20713124.6407438
"Great Central","BYB","172",NA,1279.3011654202,20232888.7124172
"Great Central","BYB","173",NA,1254.96236997096,20539240.8669377
"Great Central","BYB","174",NA,1203.94183878426,20867215.1889193
"Great Central","BYB","175",NA,1149.73515165114,20558002.8233366
"Great Central","BYB","176",NA,1237.27349940087,19550198.8258563
"Great Central","BYB","177",NA,1301.06582839729,20835202.9422549
"Great Central","BYB","178",NA,1626.6280279714,20728777.3370778
"Great Central","BYB","179",NA,1018.50682089938,19958854.9965235
"Great Central","BYB","180",NA,1212.07914649931,20063232.4918283
"Great Central","BYB","181",NA,1319.52572738505,19726827.5506922
"Great Central","BYB","182",NA,1559.17883995942,20912668.8330456
"Great Central","BYB","183",NA,1204.97294082203,19357580.237268
"Great Central","BYB","184",NA,1182.16666133161,22306909.254334
"Great Central","BYB","185",NA,1454.41560616244,20604266.2237933
"Great Central","BYB","186",NA,1441.46598367298,21279057.6294151
"Great Central","BYB","187",NA,907.370327551907,20496424.2954308
"Great Central","BYB","188",NA,1289.29394396819,19757867.039259
"Great Central","BYB","189",NA,1205.99746838848,21268878.8005227
"Great Central","BYB","190",NA,1241.75739067769,19926751.3939089
"Great Central","BYB","191",NA,1225.32895308268,20482239.2811423
"Great Central","BYB","192",NA,1589.39485905389,19241434.6530981
"Great Central","BYB","193",NA,1072.22963305402,20517862.5088423
"Great Central","BYB","194",NA,1693.67085288281,21654834.079285
"Great Central","BYB","195",NA,945.125543112355,20721097.5043287
"Great Central","BYB","196",NA,1156.95002066768,21395288.7813185
"Great Central","BYB","197",NA,1463.0157257494,20214572.5016452
"Great Central","BYB","198",NA,1612.47684870264,21387583.3845761
"Great Central","BYB","199",NA,1253.88219859745,18838833.6708755
"Great Central","BYB","200",NA,1049.76053947396,21806700.178212
"Great Central","BYB","201",NA,1329.84656320381,19634263.28997
"Great Central","BYB","202",NA,1492.55880467198,19337672.9939772
"Great Central","BYB","203",NA,1355.71790803881,19495751.1681598
"Great Central","BYB","204",NA,968.844207364467,20731132.308481
"Great Central","BYB","205",NA,1189.91491065272,19738069.6150198
"Great Central","BYB","206",NA,1509.95679034852,18624255.8533644
"Great Central","BYB","207",NA,977.289947189339,20972319.9989075
"Great Central","BYB","208",NA,1736.54351942113,20140937.5755495
"Great Central","BYB","209",NA,1261.38922310622,18971005.0916202
"Great Central","BYB","210",NA,1622.91523139615,21055914.2811428
"Great Central","BYB","211",NA,1256.92215118584,20450157.3470776
"Great Central","BYB","212",NA,1719.41217533719,19289637.8840227
"Great Central","BYB","213",NA,998.123707334318,21026562.8402264
"Great Central","BYB","214",NA,1505.82599052325,21146196.2369863
"Great Central","BYB","215",NA,1060.17338313978,21451150.2013214
"Great Central","BYB","216",NA,1376.67691019744,21761771.1572023
"Great Central","BYB","217",NA,883.919577658211,22761154.6309086
"Great Central","BYB","218",NA,1988.2742509143,19108090.7899674
"Great Central","BYB","219",NA,1572.22046932839,21550321.0137687
"Great Central","BYB","220",NA,1234.69283947929,21378232.8727806
"Great Central","BYB","221",NA,1664.67415485625,20191203.9067435
"Great Central","BYB","222",NA,1461.11444335731,19955901.4180729
"Great Central","BYB","223",NA,1163.12338472459,19090254.3423038
"Great Central","BYB","224",NA,1857.64746788965,20032617.0132362
"Great Central","BYB","225",NA,1323.73169418235,19456929.9475203
"Great Central","BYB","226",NA,1169.50613713296,20886178.632368
"Great Central","BYB","227",NA,1381.99399833909,21219162.3449073
"Great Central","BYB","228",NA,1365.73773425289,20720558.1984799
"Great Central","BYB","229",NA,1426.56728541444,20779095.4751532
"Great Central","BYB","230",NA,1372.30085488393,18764943.7541123
"Great Central","BYB","231",NA,1092.18942000686,21320823.9014372
"Great Central","BYB","232",NA,999.749770632067,18478327.829362
"Great Central","BYB","233",NA,1574.20147734342,19237486.6789885
"Great Central","BYB","234",NA,1468.92025606591,17964516.2893256
"Great Central","BYB","235",NA,1139.42525918824,22520675.2477784
"Great Central","BYB","236",NA,1568.34603534455,19342130.8187106
"Great Central","BYB","237",NA,1251.07502595379,20465360.1852746
"Great Central","BYB","238",NA,1335.01341803227,19588070.1581828
"Great Central","BYB","239",NA,1341.23669694858,20426043.1474333
"Great Central","BYB","240",NA,1129.30676333047,18921531.1477435
"Great Central","BYB","241",NA,1855.231366865,20929676.0198006
"Great Central","BYB","242",NA,1128.12202595393,19625466.8785935
"Great Central","BYB","243",NA,1003.48919868703,20684286.476785
"Great Central","BYB","244",NA,1728.62832256683,20654130.7619818
"Great Central","BYB","245",NA,978.700918216717,21552531.5028451
"Great Central","BYB","246",NA,2188.6036808971,20186863.6059725
"Great Central","BYB","247",NA,1016.07610162214,21293498.8682518
"Great Central","BYB","248",NA,1555.44282627321,19223957.0004538
"Great Central","BYB","249",NA,881.898363452825,20929132.3491038
"Great Central","BYB","250",NA,1401.45852399012,18861889.1064753
"Great Central","BYB","251",NA,1436.50862090461,20128865.2240121
"Great Central","BYB","252",NA,1086.99470357005,22017506.8935076
"Great Central","BYB","253",NA,1440.13826160634,19335657.1953993
"Great Central","BYB","254",NA,1672.19937141057,19400461.9754614
"Great Central","BYB","255",NA,1212.07925822684,21829375.9137659
"Great Central","BYB","256",NA,1048.62600193863,20928794.5176448
"Great Central","BYB","257",NA,1484.59682034051,19511373.9329662
"Great Central","BYB","258",NA,1304.99123830081,20146474.4635155
"Great Central","BYB","259",NA,1202.11284985619,19023928.4886718
"Great Central","BYB","260",NA,1280.01374840624,19092442.3482636
