"stock","return_year","ttl_age","fw_age","escapement","catch","fertilized","hatchery_release","escapement_data_source","catch_data_source","age_data_source","stockid_source","brood_year"
"GCL",1993,5,3,24828.5942944525,41702.758793559,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1988
"GCL",1993,6,3,9507.60649301074,11752.1102716938,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1987
"SPR",1993,3,2,16364.5953322019,9414.94277450709,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1990
"SPR",1993,4,2,92107.2201458491,157728.351650027,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1989
"SPR",1993,4,3,1064.85121073709,2608.5796141692,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1989
"SPR",1993,5,2,61753.9986942147,127583.521708392,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1988
"SPR",1993,5,3,16345.2341949407,31197.268389303,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1988
"SPR",1993,6,3,17653.1004220564,19674.119335039,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1987
"GCL",1994,3,2,91.3319180819181,59.9377516565364,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1991
"GCL",1994,4,2,52244.624106074,22570.1506633037,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1990
"GCL",1994,4,3,280.897519147519,12.7171025542381,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1990
"GCL",1994,5,2,42261.3968499983,52914.0278466971,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1989
"GCL",1994,5,3,7933.72966144144,6167.2112925715,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1989
"GCL",1994,6,3,10681.0199452569,15628.9148274202,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1988
"SPR",1994,3,2,1535.24015309928,367.196856186601,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1991
"SPR",1994,4,2,75672.7049452181,33811.0612443755,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1990
"SPR",1994,4,3,73.1551948051948,16.6946621516442,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1990
"SPR",1994,5,2,45948.6248436263,36023.909835051,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1989
"SPR",1994,5,3,17390.0937174259,9664.29339699737,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1989
"SPR",1994,6,3,3150.18114582523,2136.8845210346,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1988
"GCL",1995,3,2,18463.2796956421,865.023031460354,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1992
"GCL",1995,4,2,7841.95946819515,1322.23214675962,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1991
"GCL",1995,4,3,4607.43421805216,246.76770633396,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1991
"GCL",1995,5,2,28064.434269245,12516.3368626285,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1990
"GCL",1995,5,3,1463.5350054154,650.53286444681,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1990
"GCL",1995,6,3,3570.3573434502,2324.40482027533,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1989
"SPR",1995,3,2,55024.1150898227,344.059550609354,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1992
"SPR",1995,4,2,1967.3760600731,538.72587723692,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1991
"SPR",1995,4,3,4121.59838352629,165.494773910663,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1991
"SPR",1995,5,2,33947.2566356284,10608.7169084712,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1990
"SPR",1995,5,3,879.779047619048,2.98906518010292,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1990
"SPR",1995,6,3,6459.87478333052,861.72059436786,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1989
"GCL",1996,3,2,26367.1931252544,321.636658188476,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1993
"GCL",1996,4,2,121668.11700222,19571.1247972719,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1992
"GCL",1996,4,3,2927.33636007166,17.246,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1992
"GCL",1996,5,2,3674.21057927827,336.616471005284,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1991
"GCL",1996,5,3,30581.1838681548,6479.6878317177,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1991
"GCL",1996,6,3,1163.95906502136,146.732,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1990
"SPR",1996,3,2,40966.966993722,485.189206218303,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1993
"SPR",1996,4,2,163734.866401306,26771.5928298468,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1992
"SPR",1996,4,3,6814.93713260598,188.903,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1992
"SPR",1996,5,2,6219.50195194303,530.365393401496,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1991
"SPR",1996,5,3,36626.9205106631,5778.4188123501,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1991
"SPR",1996,6,3,1134.80700976043,57.487,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","assumed run timing",1990
"GCL",1997,3,2,202.505523238733,97.5028835198457,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1994
"GCL",1997,4,2,97265.9076913915,49495.2050123466,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1993
"GCL",1997,4,3,3825.42116871923,617.070138309711,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1993
"GCL",1997,5,2,47041.0773056715,34675.9875047747,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1992
"GCL",1997,5,3,17267.5160519253,6047.1192645229,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1992
"GCL",1997,6,3,12513.5722590536,6347.75568335583,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1991
"SPR",1997,3,2,3840.60312071508,2866.65104999115,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1994
"SPR",1997,4,2,81921.4829088283,21895.4229095044,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1993
"SPR",1997,4,3,1698.70344532989,175.694557159836,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1993
"SPR",1997,5,2,37075.0383959714,17629.7135493896,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1992
"SPR",1997,5,3,6732.21880141189,1895.9665119371,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1992
"SPR",1997,6,3,619.953327743366,1226.91093518837,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1991
"GCL",1998,3,2,83586.7671628804,4878.87137596087,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1995
"GCL",1998,4,2,53814.0544699124,21423.2286213363,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1994
"GCL",1998,4,3,5884.46595351742,78.661450627455,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1994
"GCL",1998,5,2,68791.1562460409,68630.6191548801,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1993
"GCL",1998,5,3,47730.4085100052,30343.2737700496,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1993
"GCL",1998,6,3,14206.1476576437,7254.61975924136,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1992
"SPR",1998,3,2,129502.181002499,4231.11470929422,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1995
"SPR",1998,4,2,68329.4361233033,26779.7474089488,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1994
"SPR",1998,4,3,2152.02496744601,38.76363428763,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1994
"SPR",1998,5,2,65143.3523413488,40133.308957695,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1993
"SPR",1998,5,3,5936.09033424426,3183.00245439665,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1993
"SPR",1998,6,3,2950.91523115853,954.512852133248,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1992
"GCL",1999,3,2,4631.70107031665,796.389827573529,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1996
"GCL",1999,4,2,73275.686270308,14523.2782343059,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1995
"GCL",1999,4,3,2510.35717212715,295.036580453098,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1995
"GCL",1999,5,2,92392.5129368431,29747.9058678751,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1994
"GCL",1999,5,3,17112.8029174951,5869.67275643677,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1994
"GCL",1999,6,3,21188.2189095847,7403.57742472711,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1993
"SPR",1999,3,2,6125.75411577394,752.486172426471,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1996
"SPR",1999,4,2,109167.491783423,28885.0407656941,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1995
"SPR",1999,4,3,734.183607965605,255.769419546902,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1995
"SPR",1999,5,2,42565.4120860847,20064.4591321249,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1994
"SPR",1999,5,3,9169.60940563156,5438.16824356323,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1994
"SPR",1999,6,3,1873.48342692779,515.283575272892,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1993
"GCL",2000,3,2,7386.7876045348,437.897600111504,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1997
"GCL",2000,4,2,9760.83636956416,4665.37440927132,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1996
"GCL",2000,4,3,12229.4537845017,998.998161679467,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1996
"GCL",2000,5,2,31739.3257540096,24916.4098099556,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1995
"GCL",2000,5,3,1774.34455775079,1281.97395791825,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1995
"GCL",2000,6,3,8768.25192963897,4812.41071786751,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1994
"SPR",2000,3,2,13760.559675969,1252.75321794812,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1997
"SPR",2000,4,2,36803.885791994,20022.5293116736,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1996
"SPR",2000,4,3,4009.99786846661,751.28448354503,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1996
"SPR",2000,5,2,64440.0389545814,41657.1748863466,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1995
"SPR",2000,5,3,2801.05104743679,784.167942759238,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1995
"SPR",2000,6,3,4523.4666615523,3328.61487914097,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1994
"GCL",2001,3,2,65535.984963855,1587.42994881604,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1998
"GCL",2001,4,2,197880.254762047,65710.6543247109,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1997
"GCL",2001,4,3,36184.959565552,314.772534061802,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1997
"GCL",2001,5,2,5218.92564539785,1323.66940625013,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1996
"GCL",2001,5,3,102067.557749872,43966.117392342,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1996
"GCL",2001,6,3,1939.17955651357,961.338715356618,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1995
"SPR",2001,3,2,210771.057015458,5048.77160623157,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1998
"SPR",2001,4,2,119070.512570135,73008.5495997685,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1997
"SPR",2001,4,3,1823.45940478006,4.87870249733755,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1997
"SPR",2001,5,2,10847.0169083834,18113.7057468558,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1996
"SPR",2001,5,3,27915.2335929813,18697.0440656716,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1996
"SPR",2001,6,3,1090.72050826186,2999.98849163727,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1995
"GCL",2002,3,2,15843.760055944,697.277670211587,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1999
"GCL",2002,4,2,98835.7324595793,99442.8526827304,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1998
"GCL",2002,4,3,9530.39035848258,1173.06954098371,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1998
"GCL",2002,5,2,97191.6800291988,162738.962356417,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1997
"GCL",2002,5,3,41201.835347093,66507.0790251272,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1997
"GCL",2002,6,3,22252.3824137556,54032.1559942147,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1996
"SPR",2002,3,2,26208.0103409957,1682.09789487668,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1999
"SPR",2002,4,2,144328.52763933,142464.23203517,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1998
"SPR",2002,4,3,3009.71002842435,295.984340935596,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1998
"SPR",2002,5,2,35357.5879130094,45593.6789285617,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1997
"SPR",2002,5,3,10879.4593893362,20944.229492483,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1997
"SPR",2002,6,3,405.704688904979,972.167618600652,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1996
"GCL",2003,3,2,14603.5962813131,568.907034110653,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2000
"GCL",2003,4,2,128307.530181154,124155.701559798,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1999
"GCL",2003,4,3,12818.4219418865,971.724923761172,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1999
"GCL",2003,5,2,49281.3146650387,91905.9650893216,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1998
"GCL",2003,5,3,28230.5451630635,35120.3119832826,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1998
"GCL",2003,6,3,17726.2224754091,23894.0557127713,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1997
"SPR",2003,3,2,24340.7294312801,1108.88993986231,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2000
"SPR",2003,4,2,83486.3906136011,106433.341478667,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1999
"SPR",2003,4,3,760.734049585884,154.655942622849,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1999
"SPR",2003,5,2,71004.2282377637,130174.570887428,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1998
"SPR",2003,5,3,7788.38300670544,13035.4494999596,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1998
"SPR",2003,6,3,1527.5346610637,3580.7978290925,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1997
"GCL",2004,3,2,9348.23295999915,304.689819422964,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2001
"GCL",2004,4,2,113422.020014911,17500.5984435665,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2000
"GCL",2004,4,3,2268.38500939312,18.33165,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2000
"GCL",2004,5,2,65084.6295531404,145274.026274341,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1999
"GCL",2004,5,3,15959.4006647599,20068.2279971199,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1999
"GCL",2004,6,3,18555.3317977967,19220.8107658921,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1998
"SPR",2004,3,2,36230.4681920984,1201.22457581513,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2001
"SPR",2004,4,2,71315.6138539019,34425.6592992139,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2000
"SPR",2004,4,3,415.017690091255,18.33165,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2000
"SPR",2004,5,2,37695.70148528,85896.8392105313,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1999
"SPR",2004,5,3,4156.12504696501,6443.79025035121,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1999
"SPR",2004,6,3,630.073731663512,4052.63616374564,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1998
"GCL",2005,3,2,7331.44493503447,480.610438312122,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2002
"GCL",2005,4,2,102807.284985156,30220.8376061196,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2001
"GCL",2005,4,3,14384.8031815891,1005.71183400312,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2001
"GCL",2005,5,2,34646.9968615041,15990.2133458407,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2000
"GCL",2005,5,3,7554.89728282291,3099.54192911832,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2000
"GCL",2005,6,3,27952.7135371119,12510.0009536254,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1999
"SPR",2005,3,2,17104.3045700364,1369.15314710317,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2002
"SPR",2005,4,2,68711.9140243262,16427.7539052192,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2001
"SPR",2005,4,3,2085.30413849973,117.624716976361,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2001
"SPR",2005,5,2,60231.8670931443,23043.6139085309,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2000
"SPR",2005,5,3,2140.6606084604,602.542082437914,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2000
"SPR",2005,6,3,864.949278405191,176.777505542365,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",1999
"GCL",2006,3,2,754.109066889648,0,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2003
"GCL",2006,4,2,24907.6135525809,13083.8710992415,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2002
"GCL",2006,4,3,0,0,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2002
"GCL",2006,5,2,29937.6948959133,13093.3147422437,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2001
"GCL",2006,5,3,78389.248460068,33532.2754058971,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2001
"GCL",2006,6,3,2258.06371013409,1578.3062111276,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2000
"SPR",2006,3,2,1741.50107254654,0,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2003
"SPR",2006,4,2,44007.0101169426,20176.1645302007,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2002
"SPR",2006,4,3,107.30531358885,0,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2002
"SPR",2006,5,2,13837.0094018681,6639.68257385754,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2001
"SPR",2006,5,3,2916.50092437538,1440.14111440194,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2001
"SPR",2006,6,3,1179.67317067853,659.729723029962,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2000
"GCL",2007,3,2,9668.93348000234,105.144994594893,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2004
"GCL",2007,4,2,5236.23896595636,380.83630549063,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2003
"GCL",2007,4,3,236.192489739187,0,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2003
"GCL",2007,5,2,46855.9368319009,2881.51645666033,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2002
"GCL",2007,5,3,241.400132275132,202.931894684731,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2002
"GCL",2007,6,3,15383.2981001261,1432.87450141215,1,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2001
"SPR",2007,3,2,19247.8171970634,62.6347926391492,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2004
"SPR",2007,4,2,7907.00722671521,433.251998302448,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2003
"SPR",2007,4,3,608.133788975243,0,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2003
"SPR",2007,5,2,43601.0936479622,3547.22702397252,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2002
"SPR",2007,5,3,730.667341761709,440.19688782118,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2002
"SPR",2007,6,3,598.280797522251,272.38514442198,0,0,"resistivity counter","commercial + FN catch records + creel survey","scale sampling","MLE run timing model",2001
"GCL",2008,3,2,12847.0545694841,0,1,0,"video counts","commercial + FN catch records + creel survey","scale sampling","escapement",2005
"GCL",2008,4,2,48903.0868307719,0,1,0,"video counts","commercial + FN catch records + creel survey","scale sampling","escapement",2004
"GCL",2008,4,3,1588.38990344417,0,1,0,"video counts","commercial + FN catch records + creel survey","scale sampling","escapement",2004
"GCL",2008,5,2,3143.25308683647,0,1,0,"video counts","commercial + FN catch records + creel survey","scale sampling","escapement",2003
"GCL",2008,5,3,6462.14233660052,0,1,0,"video counts","commercial + FN catch records + creel survey","scale sampling","escapement",2003
"GCL",2008,6,3,1080.08002961956,0,1,0,"video counts","commercial + FN catch records + creel survey","scale sampling","escapement",2002
"SPR",2008,3,2,49095.6959515602,0,0,0,"video counts","commercial + FN catch records + creel survey","scale sampling","escapement",2005
"SPR",2008,4,2,53858.9558032678,0,0,0,"video counts","commercial + FN catch records + creel survey","scale sampling","escapement",2004
"SPR",2008,4,3,2415.72423072423,0,0,0,"video counts","commercial + FN catch records + creel survey","scale sampling","escapement",2004
"SPR",2008,5,2,8279.50350122709,0,0,0,"video counts","commercial + FN catch records + creel survey","scale sampling","escapement",2003
"SPR",2008,5,3,2505.06101066959,0,0,0,"video counts","commercial + FN catch records + creel survey","scale sampling","escapement",2003
"SPR",2008,6,3,689.059502551051,0,0,0,"video counts","commercial + FN catch records + creel survey","scale sampling","escapement",2002
"GCL",2009,3,2,5241.66089981385,267.435879243597,1,0,"video counts","commercial + FN catch records + creel survey","scale sampling","assumed run timing",2006
"GCL",2009,4,2,119319.390117094,56526.0118352486,1,0,"video counts","commercial + FN catch records + creel survey","scale sampling","assumed run timing",2005
"GCL",2009,4,3,13141.2224447885,463.45305871165,1,0,"video counts","commercial + FN catch records + creel survey","scale sampling","assumed run timing",2005
"GCL",2009,5,2,78209.0942244629,27874.5114452435,1,0,"video counts","commercial + FN catch records + creel survey","scale sampling","assumed run timing",2004
"GCL",2009,5,3,5485.08453815068,878.590287987712,1,0,"video counts","commercial + FN catch records + creel survey","scale sampling","assumed run timing",2004
"GCL",2009,6,3,844.8354406131,630.182090921987,1,0,"video counts","commercial + FN catch records + creel survey","scale sampling","assumed run timing",2003
"SPR",2009,3,2,39416.3082236681,854.45890260373,0,0,"video counts","commercial + FN catch records + creel survey","scale sampling","assumed run timing",2006
"SPR",2009,4,2,104773.524430495,48279.5205380974,0,0,"video counts","commercial + FN catch records + creel survey","scale sampling","assumed run timing",2005
"SPR",2009,4,3,8125.46144298532,536.120794929178,0,0,"video counts","commercial + FN catch records + creel survey","scale sampling","assumed run timing",2005
"SPR",2009,5,2,22312.7572857175,11202.7219744337,0,0,"video counts","commercial + FN catch records + creel survey","scale sampling","assumed run timing",2004
"SPR",2009,5,3,3202.94861713419,1600.57165151165,0,0,"video counts","commercial + FN catch records + creel survey","scale sampling","assumed run timing",2004
