"lake","year","ttl","returns_age1","returns_age2","returns_age1+"
"Sproat",1990,181984.189819919,0.988103845824966,0.0118961541750341,0.81308483032692
"Sproat",1991,59697.7030353223,0.18691516967308,0.81308483032692,0.0610322580003918
"Sproat",1992,320116.839346192,0.938967741999608,0.0610322580003918,0.0507042024760572
"Sproat",1993,263927.981110648,0.949295797523943,0.0507042024760572,0.130359833495694
"Sproat",1994,189096.95671279,0.869640166504306,0.130359833495694,0.0224185879181194
"Sproat",1995,386548.923119446,0.977581412081881,0.0224185879181194,0.362760207610537
"Sproat",1996,145416.810365277,0.637239792389463,0.362760207610537,0.118604298952975
"Sproat",1997,326804.001384645,0.881395701047025,0.118604298952975,0.0393285479623167
"Sproat",1998,732603.624192814,0.960671452037683,0.0393285479623167,0.0354759094089025
"Sproat",1999,353959.413097424,0.964524090591098,0.0354759094089025,0.0228535707640185
"Sproat",2000,219482.328450631,0.977146429235981,0.0228535707640185,0.0493774674102364
"Sproat",2001,150478.289509382,0.950622532589764,0.0493774674102364,0.0149290162357598
"Sproat",2002,131772.18208194,0.98507098376424,0.0149290162357598,0.160916126324234
"Sproat",2003,21882.5130297836,0.839083873675766,0.160916126324234,0.0642443227900319
"Sproat",2004,114009.339885825,0.935755677209968,0.0642443227900319,0.205132041051662
"Sproat",2005,333891.888985777,0.794867958948338,0.205132041051662,0.0497093030646362
"Sproat",2006,885638.388203847,0.950290696935364,0.0497093030646362,0.0429959347186691
"Sproat",2007,811357.318816074,0.957004065281331,0.0429959347186691,0.0479028052455013
"Sproat",2008,271240.703074521,0.952097194754499,0.0479028052455013,0.0613202324615703
"Sproat",2009,304274.706182281,0.93867976753843,0.0613202324615703,0.0691603158057337
"Sproat",2010,1046784.04295001,0.930839684194266,0.0691603158057337,0.0168799285698324
"Sproat",2011,1456288.88993317,0.983120071430168,0.0168799285698324,0.0659288418209505
"Sproat",2012,265560.898969771,0.93407115817905,0.0659288418209505,0.233321837456209
"Sproat",2013,74647.1173571069,0.766678162543791,0.233321837456209,0.0226712931181262
"Sproat",2014,421399.402449732,0.977328706881874,0.0226712931181262,0.315671380422989
"Sproat",2015,103582.490779713,0.684328619577011,0.315671380422989,0.0614260548895611
"Sproat",2016,293354.510908881,0.938573945110439,0.0614260548895611,0.107602909265445
"Sproat",2017,132750.731163154,0.892397090734555,0.107602909265445,0.0280500838285285
"Sproat",2018,749912.034608577,0.971949916171472,0.0280500838285285,0.0174929282490031
"Sproat",2019,226137.501240297,0.982507071750997,0.0174929282490031,NA
"Sproat",2020,34453.3559188405,1,NA,NA
"Hucuktlis",1966,88.14,0,1,0.285714285714286
"Hucuktlis",1967,308.49,0.714285714285714,0.285714285714286,0.0734287723961208
"Hucuktlis",1968,23898.67,0.926571227603879,0.0734287723961208,0.00409639746105773
"Hucuktlis",1969,42623.783960396,0.995903602538942,0.00409639746105773,0.0140504995109932
"Hucuktlis",1970,12426.8863366337,0.985949500489007,0.0140504995109932,0
"Hucuktlis",1971,12492.4936204961,1,0,0.0204366312322126
"Hucuktlis",1972,15100.3360824742,0.979563368767787,0.0204366312322126,0.00694018371496655
"Hucuktlis",1973,30906.2495049505,0.993059816285033,0.00694018371496655,0.424374519762364
"Hucuktlis",1974,23668.1504950495,0.575625480237636,0.424374519762364,0.00868431262588808
"Hucuktlis",1975,153237.770588235,0.991315687374112,0.00868431262588808,0
"Hucuktlis",1976,127138.029411765,1,0,0
"Hucuktlis",1977,120962.5,1,0,0.199762140086177
"Hucuktlis",1978,44237.0555555556,0.800237859913823,0.199762140086177,0.0144563579110079
"Hucuktlis",1979,55570.9494949495,0.985543642088992,0.0144563579110079,0.00271221376424284
"Hucuktlis",1980,43470.024949495,0.997287786235757,0.00271221376424284,0.0814539434742836
"Hucuktlis",1981,6318.54,0.918546056525716,0.0814539434742836,0.0871369886930769
"Hucuktlis",1982,9106.81,0.912863011306923,0.0871369886930769,0.00673118377840339
"Hucuktlis",1983,60399.48,0.993268816221597,0.00673118377840339,0.0140723972503167
"Hucuktlis",1984,28890.6,0.985927602749683,0.0140723972503167,0
"Hucuktlis",1985,49682.7874747475,1,0,0
"Hucuktlis",1986,20800.8025252525,1,0,0
"Hucuktlis",1987,54856.33,1,0,0
"Hucuktlis",1988,200973.82,1,0,0
"Hucuktlis",1989,45367.62,1,0,0
"Hucuktlis",1990,39447.62,1,0,0
"Hucuktlis",1991,22109.113030303,1,0,0.0675739889065972
"Hucuktlis",1992,168317.400909091,0.932426011093403,0.0675739889065972,0.00576002654348006
"Hucuktlis",1993,207118.837212721,0.99423997345652,0.00576002654348006,0.0216571597936844
"Hucuktlis",1994,40347.0255805581,0.978342840206316,0.0216571597936844,0.194502879331087
"Hucuktlis",1995,7884.85871287129,0.805497120668913,0.194502879331087,0.0416911669965392
"Hucuktlis",1996,54860.415331129,0.958308833003461,0.0416911669965392,0.00553980239630986
"Hucuktlis",1997,25665.9355401396,0.99446019760369,0.00553980239630986,0.124735361240284
"Hucuktlis",1998,8584.7889431868,0.875264638759716,0.124735361240284,0
"Hucuktlis",1999,1492.68474,1,0,NA
"Hucuktlis",2000,0,NA,NA,0
"Hucuktlis",2001,253.089108910891,1,0,0.057558078966559
"Hucuktlis",2002,24294.0235643564,0.942441921033441,0.057558078966559,0.0667195146262579
"Hucuktlis",2003,5403.99058440548,0.933280485373742,0.0667195146262579,0
"Hucuktlis",2004,56959.9182640777,1,0,0
"Hucuktlis",2005,63086.5622885959,1,0,0
"Hucuktlis",2006,98642.5191411273,1,0,0.128959403433865
"Hucuktlis",2007,18779.1656561281,0.871040596566135,0.128959403433865,0.0615232131598717
"Hucuktlis",2008,17716.89,0.938476786840128,0.0615232131598717,0.016368117811352
"Hucuktlis",2009,62007.0924242424,0.983631882188648,0.016368117811352,0
"Hucuktlis",2010,14516.4075757576,1,0,0.00766117249125219
"Hucuktlis",2011,87391.9433663366,0.992338827508748,0.00766117249125219,0
"Hucuktlis",2012,21447.6666336634,1,0,0
"Hucuktlis",2013,53778.8666666667,1,0,0
"Hucuktlis",2014,33596.7233333333,1,0,0.19488
"Hucuktlis",2015,1250,0.80512,0.19488,0.0753713946771964
"Hucuktlis",2016,6839.28656716418,0.924628605322804,0.0753713946771964,0.00409083026352861
"Hucuktlis",2017,68992.9408981582,0.995909169736471,0.00409083026352861,0.00264769682613869
"Hucuktlis",2018,53298.8535185943,0.997352303173861,0.00264769682613869,0
"Hucuktlis",2019,7277.71901608325,1,0,NA
"Hucuktlis",2020,0,NA,NA,NA
